Gene	LFC	p.value	FDR	B
ENSG00000011295	-0.430905786714079	2.28798693650561e-19	4.69801715406189e-19	Inf
ENSG00000011304	0.356522641107257	3.05435943758092e-44	1.30486418239511e-43	Inf
ENSG00000011332	1.35489398710784	1.17822254939222e-26	2.97204482047804e-26	Inf
ENSG00000011347	0.470263413025985	1.29633380695313e-08	1.909345224569e-08	17.7739203549934
ENSG00000011376	0.657616048569631	7.75143761721418e-42	3.06374407623042e-41	Inf
ENSG00000011405	-0.404613264499329	1.65807596506824e-22	3.71962050812116e-22	Inf
ENSG00000011422	1.70642467744011	5.19933865767481e-95	1.36579360673657e-93	Inf
ENSG00000011451	0.0182199853581417	0.57957974158821	0.59758065107193	-0.395394554123279
ENSG00000011454	0.128965786155455	0.000629725384731318	0.000779495870914316	7.15608336673987
ENSG00000011465	-1.80790295724728	1.20005627132944e-70	1.25684619907543e-69	Inf
ENSG00000011478	0.213605298452246	6.66958451898038e-07	9.29656840598247e-07	13.8884493778152
ENSG00000011485	0.507516021930511	8.00384231497201e-39	2.89040952262737e-38	Inf
ENSG00000011523	-1.62604812157943	5.96036603297196e-119	4.18788048355515e-117	Inf
ENSG00000011566	0.570893211478431	7.87097845890902e-31	2.23644306899318e-30	Inf
ENSG00000011590	0.576821914636228	7.08772823754577e-08	1.02036779898784e-07	16.0979323992265
ENSG00000011600	0.31677395382044	1.47444831338092e-18	2.95011955873313e-18	Inf
ENSG00000011638	-0.161204645216692	0.00179946211169796	0.00218135800709517	6.12562391645862
ENSG00000012048	1.1880705694227	1.21806823652906e-38	4.37151491582486e-38	Inf
ENSG00000012061	-0.12990273831356	3.20304268553082e-05	4.19099980386667e-05	10.0799442319499
ENSG00000012171	-1.4897699891707	5.47959219875455e-35	1.75584718806228e-34	Inf
ENSG00000012174	0.319263884541595	8.85008329881435e-11	1.40271688203065e-10	22.6874399797149
ENSG00000012211	0.116859572397511	0.000498864425827456	0.000620376638837237	7.38456321322013
ENSG00000012223	-1.71698635781519	3.19941060411732e-20	6.74065052168764e-20	Inf
